Sun And Wind,Sun and No Wind,No Sun and Wind,No Sun and No Wind
-4.89582,11.539046,-4.585396,11.893293
-5.024397,11.484476,-4.729892,11.820481
-5.100958,11.58151,-5.042623,11.647995
-5.319929,11.423624,-5.210315,11.548685
-5.656215,11.223537,-5.545492,11.350051
-5.537143,11.451371,-5.712976,11.25072
-5.755227,11.294367,-5.880391,11.151377
-6.090552,11.09505,-6.215012,10.952641
-6.581684,10.624302,-6.382219,10.853243
-5.715405,11.705363,-6.570481,10.729735
-4.386527,13.289957,-6.780033,10.582611
-3.349904,14.522549,-6.968117,10.459853
-1.278464,16.42716,-6.346992,10.806026
-1.171608,16.129893,-5.561917,11.24687
-0.856252,16.139066,-4.945748,11.586171
-0.514895,16.267129,-4.524567,11.798767
-0.898816,15.695005,-4.273749,11.911756
-1.348898,14.954997,-3.861895,12.118292
-2.385048,13.962058,-4.108168,12.008014
-3.109455,13.220048,-4.166079,12.019289
-4.069301,12.304099,-4.396152,11.931463
-4.89415,11.549511,-4.754361,11.709771
-6.428156,9.963651,-5.111975,11.488729
-6.931033,9.568428,-5.469022,11.268268
-6.815376,9.893448,-5.776353,11.09868
-7.63578,9.21698,-6.250321,10.830454
-7.805544,9.207582,-6.558945,10.659014
-8.204186,8.8322,-6.679565,10.609216
-8.760551,8.366793,-6.968117,10.459853
-8.723494,8.506843,-7.091945,10.408218
-9.117233,8.138209,-7.237747,10.332434
-11.989682,6.538127,-10.391814,8.434434
-12.049189,6.467449,-10.373738,8.455202
-10.220846,8.819593,-10.704416,8.253762
-3.453071,14.654126,-7.363811,10.279537
-1.712929,16.516699,-7.343848,10.302787
-2.137731,16.510803,-8.338741,9.622353
4.566235,20.629114,-2.558337,12.931131
8.617956,23.530924,-0.084826,14.285604
7.23905,22.380861,-0.582362,13.999018
5.083048,20.487854,-1.213628,13.647701
3.186614,18.741466,-1.680127,13.390781
1.556428,17.244917,-2.147598,13.132762
-0.680803,15.141687,-2.781975,12.777471
-4.354345,11.249536,-3.279618,12.489011
-6.079896,10.181275,-4.804831,11.65741
-7.055242,10.080923,-6.513309,10.70764
-9.291569,8.409986,-8.050427,9.857579
-9.587364,7.870045,-7.717351,10.057017
-9.309788,7.912586,-7.196882,10.379274
-8.461845,8.723215,-6.842407,10.602404
-9.439365,8.047772,-7.677774,10.10288
-10.747062,6.974992,-8.492509,9.624548
-11.478896,6.582127,-9.306878,9.143505
-11.571581,6.468851,-9.324787,9.122106
-11.53266,6.515554,-9.324787,9.122106
-11.571581,6.468851,-9.324787,9.122106
-8.534214,9.943928,-9.158488,9.222703
-5.303379,13.486269,-8.99211,9.323243
-3.957834,14.862415,-8.807354,9.445561
1.412015,19.057185,-5.902125,11.126583
4.126551,20.450353,-3.008145,12.769689
7.163034,22.175906,-0.102059,14.413088
6.689949,20.952244,1.380409,15.188101
6.457458,20.009482,2.704564,15.881653
8.221555,21.105193,4.172259,16.655595
6.724993,20.156807,2.886683,15.928398
3.727242,17.667724,1.434112,15.106743
-0.850423,13.231901,0.179735,14.412126
-2.620654,12.402063,-1.815634,13.324696
-4.345202,11.623207,-3.807012,12.240486
-5.817228,11.134445,-5.82465,11.125931
-7.047666,9.710014,-5.801858,11.150879
-6.855583,10.027891,-5.946251,11.077025
-7.465093,9.317973,-5.902125,11.126583
-8.651311,8.688319,-7.217204,10.355857
-10.468576,7.3995,-8.696628,9.480152
-11.345817,7.119673,-10.006815,8.698226
-12.300438,6.361034,-10.652298,8.315051
-12.693172,6.177231,-11.132185,8.031208
-13.182664,5.972933,-11.761803,7.663414
-10.147074,9.088171,-10.950199,8.152731
-7.711576,11.50662,-10.286802,8.558375
-7.08914,11.764767,-9.473227,9.04271
-2.220684,15.728384,-6.842407,10.602404
1.069493,17.907363,-4.22649,12.117825
3.471158,19.140203,-1.584511,13.64633
4.092029,19.235705,-0.488212,14.246009
5.407422,19.980466,0.800036,14.970773
6.214891,20.277488,1.882861,15.557847
6.494785,20.495031,2.017724,15.62083
5.778933,19.662992,2.11789,15.647755
0.855266,14.121048,2.251102,15.709814
-1.31257,12.562339,0.706263,14.870031
-6.553953,9.811337,-5.014304,11.592042
-4.04214,11.211585,-2.206704,13.308816
-4.505334,11.243295,-3.193397,12.740889
-5.470263,10.694208,-4.179939,12.171354
-6.726171,9.804543,-5.166187,11.59985
-7.465164,9.417508,-5.984245,11.12595
-8.255528,8.871949,-6.654768,10.726158
-8.696052,8.82992,-7.471831,10.249025
-9.347428,8.25282,-7.825299,10.025633
-10.100621,7.552868,-8.159057,9.825176
-10.378445,7.412406,-8.511288,9.602403
-7.387737,10.528316,-7.883925,9.95732
-3.426091,14.691094,-7.42502,10.209744
-1.045403,16.910443,-6.780033,10.582611
1.601286,18.804222,-5.038349,11.566211
3.730029,20.141468,-3.28058,12.559765
7.280903,22.893755,-1.529952,13.540744
7.261973,22.102832,0.081096,14.3812
6.946701,21.055438,1.490152,15.099642
7.489048,20.793469,3.067917,15.924011
4.69108,17.840685,2.903995,15.830599
4.007777,17.078577,2.903995,15.830599
2.207705,15.138147,2.700344,15.702298
0.760805,14.360062,1.325282,15.005306
-0.245017,14.098034,-0.051916,14.317609
-1.349908,13.736416,-1.442779,13.631306
-1.284566,13.897672,-1.553546,13.593954
-1.316265,13.950089,-1.665908,13.555934
-1.381043,13.966185,-1.779828,13.517254
-2.066633,13.466535,-2.258431,13.25013
-3.015672,12.667123,-2.763171,12.95339
-3.896751,11.84714,-3.099334,12.755716
-5.384511,10.411865,-3.603089,12.459375
-5.240963,10.862575,-4.082301,12.190044
-5.554406,10.782331,-4.585396,11.893293
-4.369781,12.046786,-4.417764,11.992205
-2.989796,13.600574,-4.417764,11.992205
-1.37798,15.290221,-4.250066,12.091121
2.718491,19.1612,-3.3431,12.573366
3.578631,19.592595,-2.446018,13.046542
3.262052,18.797196,-1.55949,13.510657
4.020347,19.598524,-1.589273,13.480618
3.77555,19.348627,-1.619306,13.450626
1.880323,17.344597,-1.680127,13.390781
1.479205,16.91625,-1.710921,13.360928
0.372935,15.709073,-1.741971,13.331122
-2.52363,12.439273,-1.77328,13.301363
-3.784816,11.344127,-2.343349,13.00773
-4.261715,11.165433,-2.947899,12.681323
-5.210567,10.433369,-3.528084,12.379474
-4.906614,11.06934,-3.973443,12.14334
-6.054607,10.015251,-4.421326,11.904912
-6.42525,9.866957,-4.871654,11.664185
-5.958998,10.503181,-4.990498,11.617879
-5.8328,10.742061,-5.087896,11.596551
-5.835919,10.832296,-5.210315,11.548685
-6.142334,10.851664,-5.858868,11.176185
-6.11896,11.154395,-6.361158,10.87751
-6.755225,10.79392,-7.02988,10.478978
-6.031711,11.345206,-6.528446,10.777915
-4.996197,12.246291,-6.047737,11.052018
-3.737031,13.388184,-5.545492,11.350051
-1.536968,15.374778,-4.752962,11.794382
-0.371984,16.129758,-3.795392,12.333375
0.628476,16.790133,-3.008145,12.769689
2.220278,17.911175,-1.861253,13.427775
2.830905,17.90324,-0.575669,14.151059
2.890751,17.377236,0.569654,14.805297
2.02198,16.510249,0.432464,14.740188
1.379305,15.796512,0.493501,14.806546
0.694801,15.121436,0.384726,14.773861
-0.000266,14.707899,-0.092862,14.604305
0.155326,14.883579,-0.065166,14.637288
0.02307,14.738198,-0.037581,14.670419
-3.748737,12.477537,-3.843294,12.370478
-7.240639,10.42312,-7.445884,10.186452
-10.753282,8.29483,-10.960749,8.050213
-15.290827,5.027524,-14.757694,5.678587
-15.0118,5.366396,-14.724328,5.716115
-14.849358,5.468394,-14.545332,5.837468
-15.675914,4.647867,-14.870643,5.631853
-15.350348,4.951899,-14.70804,5.734717
-14.7892,5.447525,-14.39901,5.921349
-15.005419,5.935061,-15.63649,5.169626
-12.529698,8.149391,-14.382521,5.940105
-11.762133,8.415902,-13.292495,6.597175
-11.187009,8.437789,-12.111062,7.345623
-9.026491,10.205553,-10.758676,8.191991
-7.388602,11.432863,-9.545674,8.957494
-6.282412,12.142842,-8.549502,9.558059
-5.733081,12.313915,-7.717351,10.057017
-4.761524,12.867165,-6.716423,10.654376
-3.902724,13.211373,-5.657941,11.224362
-3.380195,13.086806,-4.421326,11.904912
-3.711962,12.075264,-3.361837,12.476219
-5.590499,10.937537,-5.111975,11.488729
-7.342211,9.937428,-6.868167,10.486759
-9.488687,8.462477,-8.628724,9.469033
-10.872012,7.395271,-9.602443,8.893186
-11.745042,6.831035,-10.410133,8.413613
-13.240907,5.605997,-11.364804,7.84991
-13.723279,5.403415,-12.075418,7.385474
-13.604232,5.837043,-12.602823,7.042178
-14.044586,5.687675,-13.292495,6.597175
-15.048083,4.844526,-13.927336,6.209252
-16.063254,3.880187,-14.39901,5.921349
-16.629977,3.562775,-15.033141,5.528874
-15.480313,4.982761,-15.017311,5.547218
-13.901283,6.889548,-15.001734,5.565458
-11.483837,9.713935,-14.971327,5.601636
-7.683401,13.378659,-13.876948,6.266243
-6.100311,14.43626,-12.602823,7.042178
-5.484596,14.523866,-11.491794,7.707859
-3.561224,16.590203,-11.530457,7.666566
-4.926232,15.161704,-11.590559,7.603953
-7.433952,12.421868,-11.632076,7.561734
-7.836257,11.969536,-11.632076,7.561734
-11.404637,7.833038,-11.632076,7.561734
-13.248805,5.606307,-11.632076,7.561734
-13.304012,5.91739,-12.185548,7.264881
-13.640613,5.792915,-12.602823,7.042178
-14.041986,5.687897,-13.173801,6.731887
-15.056104,5.121484,-14.303874,6.032414
-13.49736,6.062053,-12.649214,7.076251
-13.776723,5.821126,-12.797924,6.993079
-14.592829,5.114029,-13.33771,6.629664
-14.511162,5.212616,-13.370137,6.591804
-14.65135,5.137379,-13.566969,6.451619
-16.462052,4.15627,-15.666605,5.133852
-15.389881,4.712102,-14.350314,5.977315
-14.261341,5.421926,-13.173801,6.731887
-12.782193,7.198294,-13.173801,6.731887
-11.954111,8.175451,-13.173801,6.731887
-10.075595,10.347106,-13.173801,6.731887
-4.790563,15.459608,-11.877689,7.445335
-2.091303,17.556927,-10.413035,8.268077
-1.160176,17.869271,-9.116565,8.987244
-2.27662,16.319074,-8.38433,9.446376
-1.875607,16.697653,-8.354307,9.342856
-2.508707,15.617919,-7.612036,9.798924
-3.688394,14.482606,-7.76531,9.856795
-9.089789,8.584022,-8.258495,9.564787
-11.147522,6.503536,-8.915354,9.174291
-12.412241,5.843004,-10.322812,8.356522
-14.206072,4.619484,-11.897502,7.424645
-15.301496,4.144119,-13.292495,6.597175
-15.649765,4.103649,-13.98013,6.151326
-16.363668,3.507362,-14.485475,5.825938
-16.733076,3.436886,-15.151375,5.39732
-18.023055,2.395849,-16.1372,4.76103
-18.493707,2.287966,-16.957677,4.22479
-17.735246,2.76646,-16.191043,4.703573
-18.346948,2.470697,-16.874718,4.316989
-17.384906,3.201389,-15.96085,4.961958
-16.042048,4.304446,-14.872288,5.725428
-14.867398,5.731314,-14.872288,5.725428
-13.193276,7.720308,-14.872288,5.725428
-9.12272,11.147376,-12.57245,7.17087
-11.438606,9.139921,-13.828857,6.322376
-9.267327,10.93542,-12.638877,7.002534
-8.116679,11.652573,-11.632076,7.561734
-9.177266,10.050494,-10.874143,8.066634
-9.032345,9.929492,-10.301724,8.450814
-7.382444,11.439817,-9.545674,8.957494
-5.450861,13.065633,-8.511288,9.602403
-7.348632,10.482849,-7.619979,10.171652
-7.306673,9.982839,-6.575285,10.822121
-7.166755,10.14036,-6.614661,10.774086
-7.015205,10.31149,-6.675113,10.702221
-7.229829,10.062817,-6.716423,10.654376
-8.29071,9.206521,-7.343848,10.302787
-9.090434,8.558231,-7.787257,10.071154
-9.438279,8.530268,-8.419438,9.713046
-10.222916,7.607457,-8.419438,9.713046
-10.222916,7.607457,-8.419438,9.713046
-10.222916,7.607457,-8.419438,9.713046
-11.419967,6.750644,-9.455656,9.063947
-12.132324,6.370028,-10.33829,8.496593
-13.164623,5.698466,-11.364804,7.84991
-11.613461,7.556096,-11.364804,7.84991
-7.881356,11.853171,-11.364804,7.84991
-5.841961,14.100834,-11.364804,7.84991
-1.912323,16.925055,-8.711952,9.379363
1.4368,19.164226,-6.231772,10.778931
4.722579,21.236119,-3.619834,12.226496
5.522922,21.641318,-2.820279,12.625091
4.872294,20.645233,-2.169025,12.948756
3.844959,19.143037,-1.368017,13.358078
1.608182,16.871823,-1.621564,13.232205
-2.914512,11.899038,-1.877087,13.105467
-4.100078,10.678396,-2.134663,12.977753
-6.66704,9.059623,-4.36797,11.764698
-8.461532,8.263745,-6.474012,10.607367
-9.914871,7.968757,-8.777185,9.311567
-10.609241,7.329159,-9.063484,9.159239
-10.8131,7.277078,-9.372319,8.983408
-11.091027,7.13611,-9.68165,8.806727
-11.238892,6.961341,-9.722845,8.763134
-10.912254,7.357092,-9.765146,8.719268
-10.525079,7.825369,-9.808586,8.67511
-10.176011,8.240473,-9.808586,8.67511
-10.210631,8.199399,-9.808586,8.67511
-10.419684,7.950926,-9.808586,8.67511
-9.613965,8.90438,-9.808586,8.67511
-9.103004,9.503178,-9.808586,8.67511
-7.94849,10.8395,-9.808586,8.67511
-5.807405,13.080028,-9.479991,8.872446
-4.637205,14.191797,-9.128809,9.091979
-5.150581,13.444518,-8.777185,9.311567
-4.145777,14.242587,-8.258495,9.564787
-3.824444,14.374328,-7.89301,9.736729
-4.018794,13.849634,-7.375182,9.999064
-5.813389,12.159769,-7.94624,9.688295
-7.841969,10.069404,-8.333077,9.493936
-9.172051,8.871551,-8.915354,9.174291
-9.444725,8.736041,-9.219937,9.001355
-9.958418,8.314769,-9.525072,8.827564
-12.848749,6.575069,-12.427654,7.082265
-12.839648,6.59711,-12.489633,7.019705
-14.408683,5.364445,-13.647578,6.295091
-14.057433,5.707116,-13.527612,6.354293
-15.371732,4.762959,-14.638605,5.667037
-15.10144,4.996438,-14.456852,5.788948
-16.080647,4.454942,-15.547511,5.114653
-16.38778,4.263446,-15.851059,4.928771
-18.184426,2.87486,-17.260997,4.035636
-19.17189,2.199291,-18.203167,3.427242
-16.893094,4.677657,-17.548309,3.86381
-13.312072,8.159909,-16.085901,4.817291
-11.33976,9.995347,-15.244282,5.370314
-8.711052,12.145268,-13.769104,6.234999
-4.620504,14.28049,-9.340616,8.886394
-3.292998,14.656444,-7.375182,9.999064
-1.897905,15.61793,-6.349936,10.564921
-1.362815,15.534167,-5.139696,11.240963
-1.728512,14.518368,-4.06547,11.841466
-3.184177,13.227159,-4.683564,11.495274
-4.858586,11.569065,-5.139696,11.240963
-6.095112,10.48653,-5.728288,10.917262
-7.909401,9.546424,-7.646292,9.856497
-9.526754,8.835054,-9.571344,8.782374
-11.683019,7.480554,-11.491794,7.707859
-13.750162,5.659894,-12.602823,7.042178
-15.447539,4.352481,-13.876948,6.266243
-16.501758,3.725338,-14.971327,5.601636
-17.763653,2.731272,-15.918081,5.014401
-18.653901,2.095876,-16.701929,4.525845
-19.639,1.431238,-17.634869,3.94305
-19.782463,1.238701,-17.671141,3.894493
-20.55126,0.728286,-18.499393,3.33306
-20.799043,0.497301,-18.697478,3.178086
-18.551189,3.172313,-18.404402,3.356238
-14.15047,8.151235,-17.792216,3.743093
-9.929978,12.209049,-16.391861,4.628629
-8.407137,14.115539,-16.832704,4.290521
-0.786364,18.537034,-9.667558,8.691021
3.174022,20.581479,-5.575819,11.047738
4.918494,21.376925,-3.573122,12.16563
5.629036,21.129338,-1.585918,13.261531
5.660902,20.148952,0.422638,14.369342
2.888479,17.150998,0.422638,14.369342
-1.418053,12.225158,0.422638,14.369342
-2.085255,11.434166,0.422638,14.369342
-3.820064,10.621399,-1.515291,13.320528
-5.784634,9.536639,-3.47633,12.249025
-7.299532,8.980423,-5.430761,11.177915
-6.724546,9.259769,-4.715611,11.61296
-5.93356,9.892664,-4.163943,11.95392
-4.608425,11.049866,-3.445413,12.392841
-4.034493,11.337845,-2.81103,12.748955
-3.611314,11.546142,-2.343349,13.00773
-2.264437,12.72694,-1.710921,13.360928
-2.237298,12.748493,-1.64959,13.420681
-2.682021,12.228435,-1.589273,13.480618
-2.28689,12.676823,-1.529952,13.540744
-2.591003,12.32715,-1.529952,13.540744
-0.671795,14.509021,-1.529952,13.540744
1.957284,17.400225,-1.529952,13.540744
4.78743,19.671317,-0.058018,14.381763
7.250667,21.450874,1.581351,15.319778
9.162393,22.734054,3.053557,16.162154
10.323299,23.258632,4.486999,16.967652
10.685246,22.889104,6.040691,17.828254
11.3699,22.92311,7.459496,18.630155
10.278746,21.905318,7.212749,18.521405
6.68294,18.098253,6.92058,18.366832
5.583892,17.023111,6.669431,18.255526
4.911539,16.621521,6.037782,17.899446
4.641042,16.5873,5.573044,17.642689
4.307843,16.573427,4.938606,17.285821
3.237124,15.998475,3.797771,16.631363
2.298477,15.664209,2.522333,15.916322
1.232591,15.096672,1.410603,15.297166
1.484333,15.377478,1.474693,15.366652
1.57887,15.482376,1.538032,15.436584
1.765959,15.691914,1.600679,15.507002
1.921118,15.866479,1.662703,15.577956
2.136465,16.107243,1.693507,15.613651
2.106266,16.075158,1.724186,15.649502
2.044774,16.006808,1.724186,15.649502
2.858236,16.906165,1.724186,15.649502
3.922531,18.066932,1.724186,15.649502
5.267309,19.507441,1.724186,15.649502
6.486547,20.787796,1.724186,15.649502
7.033626,21.354244,1.724186,15.649502
8.543497,22.378319,2.691232,16.10005
9.566235,22.841642,3.797771,16.631363
10.571648,23.377201,4.704074,17.044237
8.326094,21.04115,4.584292,16.925581
3.693544,15.938976,4.422117,16.769833
2.706846,14.82469,4.298823,16.655104
0.026539,13.299121,1.765103,15.296955
-2.354439,12.037268,-0.621032,14.028293
-4.91173,10.676173,-3.201533,12.643534
-5.183998,10.739584,-3.820126,12.306156
-5.897665,10.195746,-4.250066,12.091121
-6.647399,9.704022,-4.874861,11.747302
-6.358675,10.038784,-4.920462,11.695469
-6.029646,10.421271,-4.990498,11.617879
-5.934207,10.53391,-5.038349,11.566211
-5.145964,11.442898,-5.038349,11.566211
-4.747884,11.898103,-5.038349,11.566211
-4.617095,12.047096,-5.038349,11.566211
-4.56819,12.099155,-4.990498,11.617879
-4.218531,12.491851,-4.920462,11.695469
-3.970952,12.769714,-4.874861,11.747302
-3.249464,13.220253,-4.156949,12.19819
-2.219961,14.102906,-3.581762,12.580455
-0.998581,15.103055,-2.857079,13.040463
0.495026,16.38237,-2.299741,13.29727
1.669016,17.395656,-1.895258,13.47793
1.610421,17.004865,-1.357671,13.722369
-0.164996,15.407032,-1.948145,13.418425
-2.194554,13.413085,-2.400978,13.180255
-2.880699,13.003157,-3.024863,12.840362
-3.976303,12.40166,-4.203116,12.144568
-5.285907,11.645876,-5.545492,11.350051
-6.374518,11.04592,-6.716423,10.654376
-6.542491,10.853801,-6.716423,10.654376
-6.307746,11.122161,-6.716423,10.654376
-6.374518,11.04592,-6.716423,10.654376
-6.934847,10.771733,-7.343848,10.302787
-7.394349,10.521762,-7.787257,10.071154
-8.54424,9.569098,-8.419438,9.713046
-9.798706,8.667563,-9.421122,9.106373
-11.45598,7.186345,-10.25353,8.599409
-12.686402,6.286501,-11.24954,7.988975
-12.61614,6.364744,-11.297615,7.92966
-9.52155,9.991448,-11.33075,7.889893
-9.809542,9.663098,-11.364804,7.84991
-6.537816,13.008435,-10.758676,8.191991
-5.566345,13.826513,-10.301724,8.450814
-4.486306,14.671132,-9.68165,8.806727
-1.979414,16.313213,-7.692279,9.928169
-0.719511,16.617962,-5.731714,11.012347
-0.262564,16.042669,-3.772786,12.088332
-1.869458,14.258655,-3.772786,12.088332
-3.559515,12.33457,-3.772786,12.088332
-4.314896,11.458993,-3.772786,12.088332
-6.580447,10.020919,-5.731714,11.012347
-11.5176,7.411538,-11.141621,7.860557
-9.947713,8.49398,-9.68165,8.806727
-12.12874,6.562901,-10.796105,8.150495
-15.593428,4.269016,-14.040162,6.163859
-14.972416,4.553563,-13.173801,6.731887
-15.556115,4.511242,-14.288875,6.050602
-17.147388,3.313482,-15.565411,5.257313
-17.462347,3.593912,-16.663989,4.575725
-18.644367,2.308042,-16.988146,4.365276
-18.225372,3.023204,-17.311777,4.154386
-18.697986,2.621156,-17.634869,3.94305
-18.478267,2.896277,-17.634869,3.94305
-14.249129,8.004552,-17.634869,3.94305
-9.394699,11.878032,-14.545011,5.933094
-6.595192,14.062756,-12.912814,6.858871
-2.542914,16.04765,-8.351278,9.537237
-0.129569,18.090906,-7.40129,10.026307
2.42909,18.880255,-3.619834,12.226496
3.035105,19.51188,-3.619834,12.226496
1.600498,18.006147,-3.619834,12.226496
-0.407342,15.838304,-3.619834,12.226496
-4.66101,11.018884,-3.619834,12.226496
-5.586154,9.930942,-3.619834,12.226496
-7.567251,8.64191,-5.319991,11.28176
-9.515026,7.383744,-7.057018,10.293726
-11.335791,6.260394,-8.777185,9.311567
-12.108442,5.909796,-9.722845,8.763134
-12.866858,5.475361,-10.525402,8.287376
-13.732056,5.003752,-11.491794,7.707859
-14.325969,4.665098,-12.111062,7.345623
-14.735831,4.454031,-12.567825,7.081464
-15.318411,4.127586,-13.173801,6.731887
-15.901953,3.79345,-13.828857,6.322376
-17.969148,2.565782,-16.108455,4.87546
-16.995956,3.109676,-14.971327,5.601636
-17.589694,2.756572,-15.593142,5.222523
-12.712059,8.91022,-16.053219,4.944494
-8.541558,12.985896,-14.872288,5.725428
-5.655824,15.618842,-13.976938,6.238184
1.611151,19.820171,-7.156096,10.337352
0.757791,19.69691,-8.777185,9.311567
11.634188,24.799845,3.984602,16.673507
7.727891,22.611031,-0.088021,14.221245
10.048082,22.90225,4.298823,16.655104
7.077463,20.085552,3.640942,16.277769
1.103276,13.634576,3.147794,15.995568
-0.035206,12.690973,2.490596,15.620217
-2.479011,11.441691,-0.053721,14.253061
-4.703594,10.357177,-2.449999,12.969767
-7.091674,9.180814,-5.038349,11.566211
-8.197173,8.551417,-6.135391,10.953597
-9.363101,7.944038,-7.38399,10.256283
-10.362215,7.433371,-8.492509,9.624548
-10.639557,7.293107,-8.844167,9.40188
-10.954314,7.108108,-9.195214,9.179549
-11.26847,6.923491,-9.545674,8.957494
-11.831969,6.634532,-10.172593,8.597444
-12.233476,6.444971,-10.618672,8.355694
-12.724137,6.241297,-11.24954,7.988975
-13.392837,5.817112,-11.911744,7.580568
-9.358281,10.794711,-12.407417,7.273421
-7.861858,12.804642,-13.066966,6.86269
-2.902579,16.484998,-9.840958,8.798938
0.625142,18.488423,-6.424991,10.804726
3.862482,20.26258,-3.201533,12.643534
9.073686,23.206999,2.173661,15.881239
7.733573,21.659618,2.110845,15.567484
4.89543,19.223277,1.046368,14.99423
3.114924,17.453193,1.360615,15.522464
0.24345,14.890928,0.077457,14.705384
-4.581828,12.0802,-4.874861,11.747302
-0.44523,14.299079,-0.263099,14.503315
-7.209773,10.823245,-7.954456,9.970622
-3.921703,12.651571,-4.38304,12.131616
-3.90175,12.584326,-4.213826,12.232453
-5.895571,11.594272,-6.575285,10.822121
-6.164977,11.46947,-6.911323,10.620663
-7.10422,10.945007,-7.917473,10.015838
-7.539047,10.630854,-8.252199,9.814012
-7.706973,10.439273,-8.252199,9.814012
-11.013367,8.448777,-11.580826,7.784926
-9.585005,9.191769,-9.920825,8.802367
-8.579217,9.528708,-8.419438,9.713046
-8.790417,9.284389,-8.419438,9.713046
-7.513274,10.750451,-8.419438,9.713046
-6.719474,11.648031,-8.419438,9.713046
-4.675603,13.31002,-7.247034,10.419144
-2.705857,14.77965,-5.902228,11.22494
-0.783535,16.26396,-4.721217,11.93002
-0.981806,16.051506,-4.764261,11.877542
-2.078555,14.865473,-4.830067,11.799264
-2.701871,14.182811,-4.874861,11.747302
-3.469238,13.331489,-4.874861,11.747302
-4.229499,12.478623,-4.874861,11.747302
-4.548754,12.117687,-4.874861,11.747302
-4.482783,12.192405,-4.874861,11.747302
-4.482783,12.192405,-4.874861,11.747302
-4.681409,11.967228,-4.874861,11.747302
-4.548754,12.117687,-4.874861,11.747302
-4.614962,12.042629,-4.874861,11.747302
-4.648155,12.004971,-4.874861,11.747302
-5.399717,11.457136,-5.736054,11.069405
-4.884148,11.919667,-5.210315,11.548685
-5.263733,11.6712,-5.523652,11.375233
-5.153063,11.796842,-5.545492,11.350051
-1.960151,13.323715,-1.972899,13.309244
-6.028713,11.443617,-6.575285,10.822121
-6.686884,11.056892,-7.26602,10.395841
-6.327471,11.732351,-7.806178,10.048392
-5.840854,12.631718,-8.492509,9.624548
-4.559391,13.701182,-7.844626,10.00287
-3.501175,14.601849,-7.363811,10.279537
-2.484663,15.365135,-6.716423,10.654376
-2.058352,15.486977,-6.047737,11.052018
-1.970186,15.32786,-5.545492,11.350051
-2.391468,14.524453,-4.874861,11.747302
-3.550524,13.240749,-4.874861,11.747302
-4.229499,12.478623,-4.874861,11.747302
-4.482783,12.192405,-4.874861,11.747302
-4.449886,12.229638,-4.874861,11.747302
-4.515739,12.155088,-4.874861,11.747302
-4.681409,11.967228,-4.874861,11.747302
-4.515739,12.155088,-4.874861,11.747302
-4.648155,12.004971,-4.874861,11.747302
-4.614962,12.042629,-4.874861,11.747302
-5.219366,11.72153,-5.545492,11.350051
-5.671939,11.480901,-6.047737,11.052018
-6.24121,11.19806,-6.716423,10.654376
-6.274449,11.160153,-6.716423,10.654376
-6.20803,11.235883,-6.716423,10.654376
-6.20803,11.235883,-6.716423,10.654376
-6.165374,11.284304,-6.675113,10.702221
-5.680168,11.835389,-6.614661,10.774086
-4.997154,12.603321,-6.575285,10.822121
-4.003604,13.356352,-5.902228,11.22494
-3.418725,13.741267,-5.396575,11.527055
-2.465273,14.443502,-4.721217,11.93002
-2.29734,14.625997,-4.764261,11.877542
-2.618156,14.273823,-4.830067,11.799264
-3.149945,13.686878,-4.874861,11.747302
-3.819921,12.939255,-4.874861,11.747302
-4.265056,12.438505,-4.874861,11.747302
-4.417048,12.266788,-4.874861,11.747302
-4.417048,12.266788,-4.874861,11.747302
-4.417048,12.266788,-4.874861,11.747302
-4.482783,12.192405,-4.874861,11.747302
-4.436996,12.244787,-4.830067,11.799264
-4.43608,12.248825,-4.764261,11.877542
-4.425572,12.264069,-4.721217,11.93002
-5.034003,11.93768,-5.396575,11.527055
-5.623878,11.541071,-5.902228,11.22494
-6.162792,11.29161,-6.575285,10.822121
-6.230187,11.215092,-6.575285,10.822121
-6.19646,11.253394,-6.575285,10.822121
-6.331731,11.099664,-6.575285,10.822121
-6.570799,10.827243,-6.575285,10.822121
-5.128482,12.45664,-6.575285,10.822121
-4.442006,13.22027,-6.575285,10.822121
-3.00942,14.448936,-5.942885,11.175368
-1.702385,15.614255,-5.502014,11.400441
-1.856943,15.109087,-4.874861,11.747302
-2.001063,14.693392,-4.744025,11.586396
-0.649935,15.83107,-3.820126,12.306156
-0.691814,15.445135,-3.201533,12.643534
-1.92967,14.081197,-3.253992,12.58766
-3.360773,12.471021,-3.307414,12.531894
-3.480618,12.340417,-3.361837,12.476219
-4.175426,11.907029,-3.921366,12.197538
-4.799819,11.464775,-4.32208,12.011196
-5.153393,11.429588,-4.874861,11.747302
-7.139233,9.794078,-6.026369,11.076643
-8.50824,8.952564,-7.343848,10.302787
-9.94778,7.924165,-8.492509,9.624548
-13.725607,5.789385,-12.617846,7.114278
-14.107144,5.426848,-12.752197,7.04953
-12.276023,6.776463,-11.24954,7.988975
-11.756153,7.010504,-10.669442,8.294669
-14.35264,5.691506,-13.876948,6.266243
-15.105282,5.063516,-14.432781,5.883518
-15.399089,4.797058,-14.56172,5.818789
-12.590332,8.167162,-14.529202,5.856043
-8.51623,12.103183,-13.173801,6.731887
-4.550955,15.019298,-10.485928,8.329725
-0.759096,17.745276,-7.952227,9.803003
3.052755,20.348272,-5.266329,11.333582
4.994226,21.37509,-3.3511,12.360688
5.405827,20.863416,-1.480319,13.350189
5.483433,19.961266,0.422638,14.369342
1.522626,16.509864,-1.132473,13.50931
