21 Mar 07:00,21 Mar 08:00,21 Mar 09:00,21 Mar 10:00,21 Mar 11:00,21 Mar 12:00,21 Mar 13:00,21 Mar 14:00,21 Mar 15:00,21 Mar 16:00,21 Mar 17:00,21 Mar 18:00,21 Jun 04:00,21 Jun 05:00,21 Jun 06:00,21 Jun 07:00,21 Jun 08:00,21 Jun 09:00,21 Jun 10:00,21 Jun 11:00,21 Jun 12:00,21 Jun 13:00,21 Jun 14:00,21 Jun 15:00,21 Jun 16:00,21 Jun 17:00,21 Jun 18:00,21 Jun 19:00,21 Jun 20:00,21 Jun 21:00,21 Sep 07:00,21 Sep 08:00,21 Sep 09:00,21 Sep 10:00,21 Sep 11:00,21 Sep 12:00,21 Sep 13:00,21 Sep 14:00,21 Sep 15:00,21 Sep 16:00,21 Sep 17:00,21 Sep 18:00,21 Dec 09:00,21 Dec 10:00,21 Dec 11:00,21 Dec 12:00,21 Dec 13:00,21 Dec 14:00,21 Dec 15:00
0.01801,0.041127,0.054868,0.06249,0.066691,0.06858,0.068766,0.067198,0.063557,0.057698,0.04455,0.010769,0,0.020122,0.038429,0.054265,0.057862,0.064726,0.068086,0.069992,0.076647,0.07958,0.078257,0.078859,0.078555,0.071692,0.070647,0.148752,0.012805,0.002199,0.02191,0.044014,0.054734,0.059063,0.063143,0.0622,0.057575,0.053526,0.056115,0.053597,0.036705,0.010361,0,0.016321,0.028301,0.032002,0.029538,0.023123,0.01037
0.014844,0.03249,0.042366,0.047426,0.05021,0.051957,0.053688,0.056269,0.060583,0.15268,0.290042,0.014956,0,0.014575,0.028959,0.041412,0.044516,0.050458,0.053105,0.054785,0.060247,0.065423,0.072181,0.102579,0.217871,0.254994,0.243735,0.199782,0.01052,0.001641,0.016797,0.03464,0.042374,0.0453,0.048286,0.048411,0.04701,0.047999,0.059763,0.16686,0.187846,0.014481,0,0.013879,0.023314,0.025977,0.024858,0.020645,0.009131
0.01907,0.042137,0.055441,0.062549,0.066542,0.068824,0.070494,0.072343,0.075222,0.165417,0.299411,0.017549,0,0.020292,0.039478,0.05595,0.05978,0.067659,0.071296,0.073393,0.080302,0.085762,0.091209,0.104387,0.208045,0.269225,0.256476,0.209921,0.013831,0.002251,0.022239,0.04503,0.055612,0.059981,0.06427,0.064288,0.061556,0.060765,0.072899,0.178985,0.195949,0.016776,0,0.018413,0.031091,0.034593,0.032751,0.026702,0.011884
0.018573,0.041138,0.05422,0.061189,0.064981,0.066866,0.06774,0.068056,0.068248,0.068883,0.173508,0.016497,0,0.020311,0.039171,0.055238,0.058854,0.066383,0.069761,0.071475,0.07746,0.081158,0.083599,0.09215,0.134961,0.259966,0.251929,0.208005,0.013538,0.002208,0.021781,0.043986,0.054407,0.058678,0.062696,0.062265,0.058767,0.05634,0.064624,0.067886,0.156865,0.015773,0,0.018002,0.030287,0.033494,0.031356,0.025118,0.011171
0.02564,0.057753,0.076372,0.08666,0.092718,0.096478,0.099418,0.102553,0.158029,0.297125,0.318638,0.020984,0,0.026511,0.051579,0.073362,0.078723,0.088364,0.093084,0.096468,0.107415,0.116292,0.131086,0.173923,0.262855,0.289233,0.271131,0.220317,0.01705,0.002909,0.030396,0.061644,0.075995,0.081689,0.08767,0.087879,0.084595,0.08455,0.145314,0.240683,0.209837,0.019546,0,0.022608,0.039357,0.045062,0.04286,0.035182,0.015562
0.025913,0.05838,0.077201,0.087599,0.093721,0.097516,0.100465,0.103574,0.158967,0.297928,0.319237,0.021162,0,0.026951,0.052392,0.074464,0.079808,0.089466,0.094181,0.09754,0.10856,0.117423,0.132116,0.174878,0.263689,0.289922,0.271713,0.220769,0.017215,0.002944,0.030743,0.062313,0.076813,0.08256,0.088603,0.088794,0.085436,0.085339,0.146093,0.241411,0.210324,0.01967,0,0.022824,0.039764,0.045547,0.04331,0.035537,0.01573
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104525,0.159876,0.298741,0.319792,0.021271,0,0.027568,0.053304,0.07547,0.080753,0.090391,0.095093,0.098451,0.10951,0.118369,0.133019,0.175747,0.264484,0.290585,0.272282,0.221188,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086044,0.14683,0.242071,0.210729,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.159873,0.298747,0.319796,0.021271,0,0.027568,0.053304,0.07547,0.080752,0.090391,0.095093,0.098451,0.10951,0.118369,0.13302,0.175749,0.264486,0.290587,0.272284,0.221189,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.146831,0.242075,0.210731,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.025449,0.057313,0.075775,0.085933,0.091823,0.095283,0.097602,0.099431,0.101001,0.188036,0.315894,0.020812,0,0.026885,0.051951,0.073564,0.07869,0.088087,0.09266,0.095831,0.106379,0.114501,0.128048,0.16967,0.258922,0.287072,0.270003,0.219802,0.017003,0.002905,0.030216,0.061178,0.075415,0.081022,0.086821,0.086686,0.082739,0.081272,0.093456,0.197981,0.208044,0.019296,0,0.022425,0.038961,0.044467,0.041994,0.034096,0.015209
0.024135,0.054467,0.072076,0.081707,0.087136,0.090029,0.09142,0.091634,0.090704,0.088859,0.188351,0.019351,0,0.025589,0.049373,0.06987,0.074737,0.083587,0.087819,0.090595,0.099963,0.106145,0.113933,0.124961,0.182664,0.276858,0.264105,0.216612,0.016231,0.002761,0.028698,0.058158,0.071732,0.076996,0.082262,0.081622,0.077007,0.074019,0.082291,0.084582,0.167652,0.017967,0,0.02125,0.036789,0.04179,0.039117,0.031348,0.014
0.017775,0.040575,0.054114,0.061607,0.065676,0.067405,0.067392,0.065637,0.061896,0.055995,0.043083,0.010172,0,0.019731,0.037614,0.052926,0.056437,0.062921,0.065891,0.067449,0.073121,0.074788,0.072572,0.07276,0.07283,0.067751,0.068293,0.147444,0.012216,0.002087,0.021541,0.043407,0.053916,0.058073,0.061895,0.060783,0.056165,0.051914,0.054212,0.051613,0.035317,0.009896,0,0.016025,0.027637,0.031079,0.028624,0.022339,0.00981
0.013166,0.030058,0.039541,0.04468,0.047357,0.048574,0.048886,0.048809,0.048799,0.073835,0.209645,0.007689,0,0.010035,0.020013,0.027911,0.031137,0.033411,0.033635,0.034547,0.036836,0.037082,0.036764,0.039761,0.047052,0.047365,0.061703,0.121335,0.004655,0.000737,0.014903,0.031874,0.038456,0.040081,0.041497,0.040371,0.038448,0.036418,0.040304,0.06978,0.144808,0.008159,0,0.008748,0.014792,0.016809,0.015713,0.012682,0.004444
0.016805,0.038543,0.050961,0.057874,0.06157,0.063227,0.063476,0.062848,0.061737,0.084942,0.217494,0.008665,0,0.013466,0.026375,0.036443,0.040486,0.043418,0.04374,0.04493,0.047824,0.047909,0.046945,0.049739,0.05698,0.05595,0.069201,0.127132,0.005851,0.000958,0.019318,0.040918,0.049628,0.052014,0.054066,0.052651,0.049927,0.046414,0.05023,0.078602,0.150304,0.009243,0,0.011432,0.019333,0.021874,0.020328,0.016203,0.005624
0.016312,0.037517,0.049657,0.056408,0.059974,0.061478,0.061485,0.060397,0.058383,0.055148,0.124603,0.008181,0,0.01302,0.0255,0.035253,0.039188,0.041999,0.042278,0.043408,0.046162,0.046064,0.044793,0.047051,0.053612,0.053151,0.06724,0.126058,0.005665,0.000924,0.018776,0.039834,0.048333,0.050627,0.052549,0.051013,0.048091,0.044274,0.046673,0.045764,0.122984,0.008716,0,0.011022,0.018638,0.021055,0.019437,0.015325,0.005285
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101425,0.10452,0.159853,0.298696,0.319762,0.021271,0,0.027569,0.053304,0.07547,0.080753,0.090392,0.095093,0.098451,0.109509,0.118368,0.133014,0.175736,0.264467,0.29057,0.272274,0.221184,0.017319,0.002966,0.031081,0.062918,0.077542,0.083347,0.089455,0.089656,0.086262,0.086037,0.146813,0.242042,0.210713,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.025557,0.05758,0.076121,0.086306,0.092168,0.095532,0.097656,0.099231,0.100712,0.187906,0.31591,0.02072,0,0.026892,0.051964,0.073545,0.078689,0.087998,0.092444,0.095469,0.105583,0.112769,0.118141,0.151032,0.257733,0.286752,0.269928,0.219793,0.01692,0.002887,0.030321,0.061454,0.075715,0.081271,0.086967,0.086665,0.082547,0.080809,0.092896,0.197684,0.207957,0.01923,0,0.022413,0.038905,0.044356,0.041841,0.033939,0.015081
0.02414,0.054476,0.072076,0.081687,0.087075,0.089901,0.091199,0.091345,0.090442,0.088662,0.188207,0.019266,0,0.025553,0.049295,0.069722,0.074572,0.083343,0.087455,0.09007,0.098998,0.104442,0.107261,0.120591,0.181948,0.276563,0.26396,0.216527,0.016149,0.002743,0.028683,0.058162,0.07171,0.076927,0.08211,0.081379,0.07672,0.07367,0.081951,0.084325,0.167496,0.017909,0,0.021223,0.036704,0.041648,0.038965,0.031216,0.013897
0.02565,0.057776,0.076403,0.086697,0.092758,0.096521,0.099461,0.102595,0.158068,0.297157,0.318657,0.020971,0,0.0265,0.051552,0.07331,0.078669,0.088309,0.093029,0.096423,0.107373,0.116252,0.131054,0.173902,0.262853,0.289236,0.271133,0.220317,0.017037,0.002906,0.030403,0.061668,0.076021,0.081713,0.087691,0.087898,0.084616,0.084568,0.145327,0.240692,0.209839,0.019538,0,0.022607,0.039352,0.045054,0.042852,0.035175,0.015551
0.025913,0.05838,0.077201,0.087599,0.093721,0.097516,0.100465,0.103574,0.158967,0.297928,0.319237,0.021162,0,0.026951,0.052392,0.074464,0.079808,0.089466,0.094181,0.09754,0.10856,0.117423,0.132116,0.174878,0.263689,0.289922,0.271713,0.220769,0.017215,0.002944,0.030743,0.062313,0.076813,0.08256,0.088603,0.088794,0.085436,0.085339,0.146093,0.241411,0.210324,0.01967,0,0.022824,0.039764,0.045547,0.04331,0.035537,0.01573
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.15987,0.29874,0.319792,0.021271,0,0.027568,0.053304,0.07547,0.080753,0.090391,0.095093,0.098451,0.109509,0.118369,0.133019,0.175747,0.264483,0.290585,0.272282,0.221188,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.146828,0.242071,0.210729,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.159873,0.298747,0.319796,0.021271,0,0.027568,0.053304,0.07547,0.080752,0.090391,0.095093,0.098451,0.10951,0.118369,0.13302,0.175749,0.264486,0.290587,0.272284,0.221189,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.146831,0.242075,0.210731,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.025455,0.057333,0.075797,0.085946,0.091807,0.095204,0.097396,0.099039,0.100529,0.187705,0.315728,0.020747,0,0.026853,0.051887,0.073454,0.07858,0.087927,0.09244,0.095541,0.105877,0.113549,0.123904,0.154755,0.257987,0.286732,0.269852,0.219724,0.016949,0.002894,0.030213,0.061196,0.07542,0.080996,0.086734,0.086506,0.08245,0.080783,0.09288,0.197602,0.207881,0.019247,0,0.022389,0.038875,0.044339,0.041842,0.033949,0.015122
0.024114,0.054415,0.072001,0.081609,0.087007,0.089853,0.091175,0.091333,0.090422,0.088639,0.188205,0.019295,0,0.025552,0.049295,0.069739,0.074594,0.083399,0.087569,0.090261,0.099381,0.105083,0.107909,0.120971,0.182112,0.27662,0.263978,0.216533,0.016179,0.00275,0.028662,0.058101,0.071648,0.076883,0.082097,0.081399,0.076746,0.073709,0.081987,0.084348,0.167521,0.017927,0,0.02122,0.036713,0.041676,0.038996,0.031243,0.013932
0.017769,0.040556,0.054084,0.061568,0.065628,0.067349,0.067331,0.065578,0.061845,0.05595,0.043047,0.010152,0,0.019718,0.037586,0.052873,0.056373,0.062832,0.065762,0.067272,0.072857,0.074485,0.072334,0.072603,0.072737,0.0677,0.06826,0.14742,0.012195,0.002082,0.021527,0.043385,0.053882,0.058027,0.061833,0.060714,0.056104,0.051855,0.054156,0.051561,0.035281,0.009882,0,0.016018,0.027615,0.031044,0.02859,0.022311,0.009788
0.017341,0.038564,0.050491,0.056728,0.060138,0.062135,0.063767,0.06591,0.069452,0.160385,0.295756,0.01555,0,0.016165,0.0322,0.046067,0.049788,0.055932,0.058467,0.060281,0.066138,0.070767,0.076156,0.08978,0.195755,0.25939,0.247639,0.202785,0.011082,0.001752,0.019757,0.041064,0.05009,0.053215,0.056396,0.056097,0.05407,0.054435,0.065653,0.172426,0.191517,0.014965,0,0.014984,0.025475,0.028677,0.027293,0.02253,0.009694
0.022053,0.049359,0.065079,0.073584,0.078315,0.080888,0.082467,0.083888,0.085955,0.174624,0.305933,0.017838,0,0.022028,0.042968,0.060768,0.065274,0.0731,0.076311,0.078448,0.085467,0.090105,0.09442,0.107289,0.211889,0.273267,0.260117,0.212791,0.013966,0.002282,0.025664,0.052646,0.064686,0.069188,0.073589,0.073083,0.06976,0.068286,0.079817,0.185306,0.199845,0.017063,0,0.019643,0.033394,0.03736,0.035241,0.028621,0.01219
0.021827,0.048936,0.064604,0.073087,0.077726,0.08003,0.080981,0.081069,0.080608,0.07972,0.181265,0.01705,0,0.022441,0.043309,0.060856,0.065138,0.072725,0.075786,0.077718,0.084271,0.08792,0.090339,0.100018,0.168393,0.267172,0.257147,0.211659,0.013847,0.002269,0.025519,0.052213,0.064225,0.068712,0.072976,0.072135,0.068131,0.065158,0.073144,0.075821,0.161748,0.016305,0,0.019485,0.033047,0.036805,0.0344,0.027519,0.011723
0.02621,0.058995,0.07799,0.088494,0.09469,0.09853,0.101498,0.10459,0.15992,0.298754,0.319804,0.021275,0,0.02758,0.053327,0.075502,0.08079,0.090429,0.09513,0.098489,0.109551,0.118408,0.133051,0.175773,0.264507,0.290605,0.272302,0.221205,0.017322,0.002967,0.031101,0.062963,0.077596,0.083403,0.089512,0.089711,0.086313,0.086085,0.146858,0.242085,0.21074,0.019778,0,0.023071,0.040175,0.045997,0.043726,0.035855,0.015852
0.025637,0.057774,0.07638,0.086603,0.092486,0.095859,0.097984,0.099551,0.101012,0.188169,0.3161,0.020738,0,0.026942,0.052065,0.073689,0.078853,0.088168,0.092609,0.09564,0.10577,0.112952,0.118308,0.151201,0.257916,0.286909,0.270054,0.219886,0.016934,0.00289,0.030415,0.06166,0.075961,0.081523,0.087226,0.086912,0.082778,0.081027,0.093102,0.197876,0.208079,0.019246,0,0.022449,0.038974,0.044442,0.04192,0.034001,0.015098
0.02439,0.055078,0.072876,0.0826,0.088046,0.090894,0.092188,0.09231,0.091354,0.089457,0.18878,0.019303,0,0.0257,0.049591,0.070132,0.075032,0.083796,0.087854,0.09044,0.099334,0.104724,0.107559,0.120975,0.18244,0.277016,0.264331,0.216802,0.016175,0.002748,0.028971,0.058797,0.072464,0.077689,0.082877,0.082103,0.077401,0.074309,0.082556,0.08489,0.16785,0.017944,0,0.021329,0.036902,0.041887,0.039181,0.031385,0.013931
0.025785,0.058098,0.076831,0.087188,0.093284,0.097063,0.100004,0.103121,0.158561,0.297586,0.318959,0.020969,0,0.02656,0.051666,0.073445,0.078817,0.088444,0.093136,0.09655,0.10752,0.116399,0.131203,0.174081,0.263096,0.289459,0.271314,0.220448,0.017028,0.002903,0.03055,0.062006,0.076418,0.082112,0.088092,0.088279,0.084982,0.0849,0.145637,0.240977,0.21001,0.019544,0,0.022658,0.039443,0.045158,0.042946,0.035248,0.01555
0.025957,0.058487,0.077344,0.087765,0.0939,0.0977,0.10065,0.103754,0.159137,0.298073,0.319338,0.021157,0,0.026961,0.052409,0.074475,0.079826,0.089485,0.094197,0.097569,0.108598,0.117462,0.132156,0.174929,0.263765,0.289992,0.271769,0.220809,0.017208,0.002943,0.030791,0.062426,0.076945,0.082693,0.088736,0.08892,0.085557,0.085451,0.146195,0.241503,0.210378,0.01967,0,0.022838,0.039789,0.045576,0.043336,0.035556,0.015726
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.15987,0.29874,0.319792,0.021271,0,0.027568,0.053304,0.07547,0.080753,0.090391,0.095093,0.098451,0.109509,0.118369,0.133019,0.175747,0.264483,0.290585,0.272282,0.221188,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.146828,0.242071,0.210729,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.159872,0.298747,0.319796,0.021271,0,0.027568,0.053304,0.07547,0.080752,0.090391,0.095093,0.098451,0.109509,0.118369,0.133019,0.175748,0.264486,0.290587,0.272284,0.221189,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.14683,0.242075,0.210731,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.025522,0.057494,0.076006,0.086174,0.092027,0.095386,0.097511,0.099089,0.100577,0.187773,0.315791,0.020712,0,0.026871,0.05192,0.073482,0.078617,0.087924,0.092372,0.095394,0.1055,0.112688,0.118065,0.150952,0.257634,0.286667,0.269862,0.219746,0.016913,0.002886,0.030279,0.061363,0.075606,0.081159,0.086852,0.086555,0.082443,0.080712,0.092802,0.197579,0.207884,0.019223,0,0.022398,0.038875,0.044319,0.041807,0.033912,0.015073
0.024389,0.055078,0.072881,0.082609,0.088062,0.090917,0.092217,0.092338,0.091376,0.089477,0.188811,0.019322,0,0.025707,0.049608,0.070169,0.075079,0.083867,0.087966,0.090599,0.099578,0.105008,0.10778,0.121116,0.182522,0.277065,0.26436,0.216821,0.016194,0.002752,0.028975,0.058799,0.072473,0.077709,0.082913,0.082147,0.077439,0.074346,0.082592,0.084924,0.167886,0.017956,0,0.021332,0.036916,0.041913,0.039207,0.031407,0.013952
0.018172,0.041533,0.055391,0.063066,0.06723,0.069,0.068984,0.06719,0.06336,0.057272,0.044006,0.010242,0,0.01997,0.038097,0.053602,0.057198,0.063685,0.066593,0.068133,0.073801,0.075405,0.073177,0.073454,0.073658,0.068492,0.068895,0.14789,0.012269,0.002097,0.022001,0.044418,0.055122,0.059298,0.063138,0.061962,0.057272,0.052952,0.055197,0.052532,0.035895,0.009959,0,0.016196,0.027962,0.031475,0.028984,0.022622,0.009877
0.015288,0.033595,0.043903,0.049222,0.052229,0.054207,0.056197,0.058997,0.063353,0.155405,0.292381,0.016113,0,0.015401,0.030692,0.044303,0.04761,0.054318,0.057701,0.059839,0.066723,0.073456,0.081335,0.11621,0.225482,0.259769,0.246861,0.201865,0.011803,0.001894,0.017574,0.035863,0.044045,0.04732,0.050773,0.051114,0.049559,0.050829,0.062964,0.170109,0.190153,0.015311,0,0.014423,0.024602,0.027822,0.026643,0.022141,0.010249
0.01942,0.042989,0.056627,0.063942,0.068123,0.070609,0.072549,0.074689,0.077708,0.167791,0.301247,0.018388,0,0.020997,0.040922,0.058291,0.062251,0.070672,0.074825,0.077241,0.085225,0.092021,0.098887,0.132927,0.240588,0.272718,0.258597,0.211335,0.01472,0.002431,0.022835,0.045971,0.056901,0.061541,0.066202,0.066429,0.063664,0.063215,0.075775,0.181753,0.197734,0.017374,0,0.018874,0.032138,0.036049,0.03418,0.027911,0.012729
0.019022,0.042158,0.0556,0.06279,0.066774,0.068851,0.06995,0.070482,0.070788,0.071418,0.175568,0.017396,0,0.021314,0.041041,0.058003,0.061673,0.069708,0.073559,0.075551,0.082493,0.087266,0.090654,0.100262,0.166898,0.264767,0.254766,0.209762,0.014447,0.00239,0.022474,0.045103,0.055892,0.060445,0.064836,0.064588,0.061009,0.058778,0.067509,0.07083,0.158858,0.016442,0,0.018597,0.031516,0.035091,0.032905,0.026409,0.012033
0.02621,0.058995,0.07799,0.088494,0.09469,0.09853,0.101498,0.10459,0.15992,0.298754,0.319804,0.021275,0,0.02758,0.053327,0.075502,0.08079,0.090429,0.09513,0.098489,0.109551,0.118408,0.133051,0.175773,0.264507,0.290605,0.272302,0.221205,0.017322,0.002967,0.031101,0.062963,0.077596,0.083403,0.089512,0.089711,0.086313,0.086085,0.146858,0.242085,0.21074,0.019778,0,0.023071,0.040175,0.045997,0.043726,0.035855,0.015852
0.025985,0.058525,0.077352,0.087711,0.0937,0.097194,0.099521,0.101501,0.103703,0.210057,0.31793,0.020863,0,0.027229,0.052626,0.074436,0.079669,0.089026,0.093438,0.096442,0.106492,0.113545,0.119074,0.152463,0.259536,0.288181,0.270973,0.220445,0.017012,0.002904,0.030804,0.062452,0.076909,0.082529,0.088312,0.088084,0.084142,0.082691,0.095831,0.213282,0.2092,0.019437,0,0.022719,0.039442,0.045005,0.042569,0.034691,0.015313
0.025605,0.057766,0.076376,0.086583,0.09238,0.095569,0.097334,0.098301,0.098881,0.142418,0.284415,0.02003,0,0.026682,0.051536,0.072811,0.077991,0.086977,0.091085,0.093811,0.103039,0.108717,0.111962,0.126147,0.188499,0.281914,0.267849,0.218901,0.016542,0.002816,0.03035,0.061638,0.075876,0.081301,0.086764,0.086172,0.081788,0.079241,0.089911,0.13411,0.196901,0.018757,0,0.022184,0.038421,0.043726,0.041144,0.03329,0.014608
0.025199,0.056552,0.074612,0.084554,0.090256,0.09359,0.095982,0.098601,0.153903,0.293061,0.315186,0.018956,0,0.025324,0.048853,0.06847,0.073418,0.081649,0.084907,0.087383,0.09547,0.101071,0.109156,0.133754,0.223895,0.281893,0.266585,0.217293,0.014863,0.002463,0.02939,0.060266,0.073932,0.078991,0.084096,0.083816,0.080713,0.079941,0.139976,0.235374,0.206163,0.01815,0,0.021809,0.037315,0.042019,0.039878,0.032652,0.013568
0.025893,0.058361,0.077182,0.08759,0.093714,0.097507,0.100448,0.103554,0.158968,0.297941,0.319217,0.020993,0,0.026627,0.051803,0.073641,0.079039,0.088673,0.093359,0.096781,0.107773,0.116647,0.131429,0.17431,0.263344,0.289672,0.271485,0.220575,0.017048,0.002907,0.030678,0.062284,0.076751,0.082454,0.088443,0.088615,0.085296,0.085195,0.145917,0.241238,0.210176,0.019565,0,0.022706,0.039536,0.045274,0.043052,0.035331,0.015574
0.026012,0.058621,0.077524,0.087971,0.09412,0.097927,0.100877,0.103976,0.159345,0.298255,0.31947,0.021169,0,0.026996,0.052479,0.074575,0.079939,0.089602,0.094311,0.097687,0.108728,0.117588,0.132272,0.175046,0.263892,0.290101,0.271856,0.220873,0.017219,0.002945,0.030856,0.062568,0.077116,0.082867,0.088915,0.089092,0.085718,0.085602,0.146338,0.241637,0.210463,0.01968,0,0.022863,0.039837,0.045636,0.043391,0.035599,0.015738
0.026184,0.058931,0.077903,0.088397,0.094587,0.098425,0.101393,0.104489,0.15984,0.298712,0.319767,0.021254,0,0.027546,0.053253,0.075385,0.080661,0.090298,0.094999,0.098367,0.109424,0.118287,0.132947,0.175686,0.264439,0.290551,0.272255,0.221166,0.017302,0.002962,0.031066,0.062894,0.077511,0.083313,0.089416,0.089618,0.08623,0.086006,0.146794,0.242035,0.210703,0.019765,0,0.023054,0.040139,0.04595,0.043683,0.035821,0.015833
0.026192,0.058952,0.077932,0.088428,0.094619,0.098458,0.101426,0.104521,0.159872,0.298747,0.319796,0.021271,0,0.027568,0.053304,0.07547,0.080752,0.090391,0.095093,0.098451,0.109509,0.118369,0.133019,0.175748,0.264486,0.290587,0.272284,0.221189,0.017319,0.002966,0.03108,0.062917,0.077542,0.083347,0.089455,0.089656,0.086262,0.086038,0.14683,0.242075,0.210731,0.019775,0,0.023063,0.04016,0.045978,0.043709,0.035842,0.015848
0.025581,0.057636,0.076196,0.086392,0.09226,0.095627,0.097751,0.099323,0.100797,0.187965,0.315931,0.020725,0,0.026907,0.051994,0.073588,0.078737,0.088048,0.092493,0.095519,0.105638,0.112822,0.118188,0.151076,0.257768,0.286782,0.269955,0.219815,0.016924,0.002888,0.030348,0.061514,0.075786,0.081344,0.087042,0.086737,0.082613,0.080871,0.092954,0.19772,0.207974,0.019234,0,0.022424,0.038925,0.044381,0.041864,0.033957,0.015086
0.024915,0.056184,0.074292,0.084197,0.089789,0.092801,0.094342,0.094921,0.094852,0.119379,0.281771,0.019814,0,0.026174,0.050526,0.071419,0.076445,0.085355,0.089495,0.092191,0.101318,0.106928,0.110001,0.123873,0.185965,0.279928,0.266372,0.217931,0.016386,0.002786,0.029555,0.059967,0.073869,0.0792,0.084537,0.083887,0.07937,0.076575,0.086234,0.117841,0.195246,0.01849,0,0.021757,0.03764,0.042768,0.04013,0.03231,0.014298
0.022203,0.050301,0.066661,0.075633,0.080538,0.082842,0.083409,0.082603,0.080699,0.102977,0.232347,0.015307,0,0.023208,0.04454,0.062501,0.067031,0.074307,0.077369,0.079215,0.085662,0.087805,0.086431,0.089177,0.094405,0.090641,0.104296,0.186548,0.013768,0.002339,0.026399,0.053688,0.066165,0.07081,0.075176,0.074018,0.069356,0.065234,0.071286,0.099838,0.165866,0.014782,0,0.019071,0.032745,0.036925,0.034334,0.027262,0.011653
0.014435,0.03263,0.043073,0.048878,0.051982,0.05331,0.053359,0.052475,0.050877,0.04853,0.119669,0.008015,0,0.013302,0.025098,0.033884,0.037001,0.039764,0.040251,0.041194,0.04353,0.043598,0.042667,0.04466,0.050276,0.050212,0.065111,0.124528,0.005648,0.000922,0.016641,0.03469,0.042267,0.044642,0.046623,0.045548,0.043014,0.039184,0.042092,0.041342,0.120177,0.008613,0,0.010818,0.017921,0.019847,0.018352,0.014425,0.005181
0.006024,0.013519,0.018043,0.02064,0.022019,0.022467,0.022165,0.021183,0.019525,0.01708,0.01245,0.001871,0,0.006421,0.011723,0.015496,0.016824,0.018304,0.018733,0.019141,0.019915,0.019771,0.019011,0.018848,0.019048,0.017692,0.018092,0.016907,0.002814,0.00045,0.007137,0.014458,0.017995,0.019432,0.020481,0.020043,0.018636,0.015922,0.016499,0.014561,0.009344,0.002569,0,0.005388,0.008586,0.009122,0.008294,0.00628,0.002272
0.008911,0.019634,0.025583,0.028692,0.030311,0.031146,0.031731,0.032671,0.034625,0.080971,0.200643,0.006829,0,0.007486,0.014807,0.020451,0.022643,0.024697,0.025202,0.025845,0.027315,0.027992,0.028768,0.031926,0.038533,0.039784,0.05548,0.116584,0.003931,0.000592,0.009896,0.02086,0.025264,0.026625,0.027785,0.027468,0.026729,0.02591,0.031648,0.074411,0.139024,0.007521,0,0.007025,0.011393,0.012577,0.012032,0.010034,0.003732
0.02621,0.058995,0.07799,0.088494,0.09469,0.09853,0.101498,0.10459,0.15992,0.298754,0.319804,0.021275,0,0.02758,0.053327,0.075502,0.08079,0.090429,0.09513,0.098489,0.109551,0.118408,0.133051,0.175773,0.264507,0.290605,0.272302,0.221205,0.017322,0.002967,0.031101,0.062963,0.077596,0.083403,0.089512,0.089711,0.086313,0.086085,0.146858,0.242085,0.21074,0.019778,0,0.023071,0.040175,0.045997,0.043726,0.035855,0.015852
0.026144,0.058836,0.077759,0.088199,0.094304,0.098004,0.100752,0.1036,0.158911,0.298017,0.319353,0.021109,0,0.027463,0.053084,0.075103,0.080355,0.089859,0.094384,0.097507,0.1079,0.115577,0.122075,0.156333,0.262702,0.289847,0.2719,0.220959,0.017171,0.002935,0.030992,0.062786,0.077341,0.083062,0.08902,0.089048,0.085512,0.085038,0.145757,0.241291,0.210331,0.019656,0,0.022973,0.039936,0.045643,0.043346,0.035516,0.015644
